"125-2";"Y5A3";"2019-12-18 14:50:48";"2019-12-18 14:51:46";"25";"noseusa";"100";"0";"0";"0";"0";"0";"0";"0";"0";"25";"0";"25";"0";" ";"0";"0";"0";"1"
"125-2";"Y6A3";"2019-12-18 14:43:11";"2019-12-18 14:46:09";"63";"noseusa";"100";"50";"50";"0";"0";"0";"0";"0";"0";"63";"0";"63";"0";" ";"0";"0";"0";"1"
"126-0";"W1A3";"2019-12-18 16:30:54";"2019-12-18 16:32:21";"50";"noseusa";"0";"100";"0";"0";"0";"0";"0";"0";"0";"50";"0";"50";"0";" ";"0";"0";"0";"1"
"126-0";"W2A3";"2019-12-18 16:39:34";"2019-12-18 16:40:42";"50";"noseusa";"0";"100";"0";"0";"0";"0";"0";"0";"0";"50";"0";"50";"0";" ";"0";"0";"0";"1"
"126-0";"W3A3";"2019-12-18 17:04:57";"2019-12-18 17:06:22";"50";"noseusa";"0";"100";"0";"0";"0";"0";"0";"0";"0";"50";"0";"50";"0";" ";"0";"0";"0";"1"
"126-0";"W4A3";"2019-12-18 17:22:33";"2019-12-18 17:26:59";"50";"noseusa";"0";"100";"0";"0";"0";"0";"0";"0";"0";"50";"0";"50";"0";" ";"0";"0";"0";"1"
"126-0";"W5A3";"2019-12-18 17:50:19";"2019-12-18 17:51:41";"50";"noseusa";"0";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"0";" ";"0";"50";"0";"1"
"126-0";"W6A3";"2019-12-18 17:56:57";"2019-12-18 17:58:31";"50";"noseusa";"0";"100";"0";"0";"0";"0";"0";"0";"0";"0";"50";"50";"0";" ";"0";"0";"0";"1"
"126-0";"Y1A3";"2019-12-18 17:32:13";"2019-12-18 17:33:44";"50";"noseusa";"0";"100";"0";"0";"0";"0";"0";"0";"0";"50";"0";"50";"0";" ";"0";"0";"0";"1"
"126-0";"Y2A3";"2019-12-18 17:10:03";"2019-12-18 17:12:26";"50";"noseusa";"0";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"0";" ";"0";"50";"0";"1"
"126-0";"Y3A3";"2019-12-18 16:56:27";"2019-12-18 16:58:12";"50";"noseusa";"0";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"0";" ";"0";"0";"50";"1"
"126-0";"Y4A3";"2019-12-18 16:50:46";"2019-12-18 16:52:24";"50";"noseusa";"0";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"0";" ";"50";"0";"0";"1"
"126-0";"Y5A3";"2019-12-18 16:47:09";"2019-12-18 16:48:24";"50";"noseusa";"0";"100";"0";"0";"0";"0";"0";"0";"0";"50";"0";"50";"0";" ";"0";"0";"0";"1"
"126-0";"Y6A3";"2019-12-18 16:34:44";"2019-12-18 16:36:30";"50";"noseusa";"0";"100";"0";"0";"0";"0";"0";"0";"0";"50";"0";"50";"0";" ";"0";"0";"0";"1"
"127-9";"P1012020";"2019-12-19 15:02:37";"2019-12-19 15:12:51";"92";"noseusa";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"92";"0";" ";"0";"0";"0";"1"
"127-9";"W1A3";"2019-12-19 15:17:14";"2019-12-19 15:18:11";"25";"noseusa";"0";"0";"100";"0";"0";"0";"0";"0";"0";"25";"0";"25";"0";" ";"0";"0";"0";"1"
"127-9";"W2A3";"2019-12-19 15:26:52";"2019-12-19 15:27:45";"25";"noseusa";"0";"0";"100";"0";"0";"0";"0";"0";"0";"25";"0";"25";"0";" ";"0";"0";"0";"1"
"127-9";"W3A3";"2019-12-19 15:44:45";"2019-12-19 15:45:54";"25";"noseusa";"0";"0";"100";"0";"0";"0";"0";"0";"0";"25";"0";"25";"0";" ";"0";"0";"0";"1"
"127-9";"W4A3";"2019-12-19 15:49:36";"2019-12-19 15:50:31";"25";"noseusa";"0";"0";"100";"0";"0";"0";"0";"0";"0";"25";"0";"25";"0";" ";"0";"0";"0";"1"
"127-9";"W5A3";"2019-12-19 15:53:22";"2019-12-19 15:54:25";"25";"noseusa";"0";"0";"100";"0";"0";"0";"0";"0";"0";"0";"0";"25";"0";" ";"0";"25";"0";"1"
"127-9";"W6A3";"2019-12-19 15:55:35";"2019-12-19 15:56:30";"25";"noseusa";"0";"0";"100";"0";"0";"0";"0";"0";"0";"0";"25";"25";"0";" ";"0";"0";"0";"1"
"127-9";"Y1A3";"2019-12-19 15:51:33";"2019-12-19 15:52:24";"25";"noseusa";"0";"0";"100";"0";"0";"0";"0";"0";"0";"25";"0";"25";"0";" ";"0";"0";"0";"1"
"127-9";"Y2A3";"2019-12-19 15:47:13";"2019-12-19 15:48:41";"25";"noseusa";"0";"0";"100";"0";"0";"0";"0";"0";"0";"0";"0";"25";"0";" ";"0";"25";"0";"1"
"127-9";"Y3A3";"2019-12-19 15:42:38";"2019-12-19 15:43:42";"25";"noseusa";"0";"0";"100";"0";"0";"0";"0";"0";"0";"0";"0";"25";"0";" ";"0";"0";"25";"1"
"127-9";"Y4A3";"2019-12-19 15:40:10";"2019-12-19 15:41:17";"25";"noseusa";"0";"0";"100";"0";"0";"0";"0";"0";"0";"0";"0";"25";"0";" ";"25";"0";"0";"1"
"127-9";"Y5A3";"2019-12-19 15:29:01";"2019-12-19 15:29:54";"25";"noseusa";"0";"0";"100";"0";"0";"0";"0";"0";"0";"25";"0";"25";"0";" ";"0";"0";"0";"1"
"127-9";"Y6A3";"2019-12-19 15:19:53";"2019-12-19 15:21:06";"19";"noseusa";"0";"0";"75";"0";"0";"0";"0";"0";"0";"19";"0";"19";"0";" ";"0";"0";"0";"1"
"20-5";"P1012020";"2019-12-23 15:09:38";"2019-12-23 15:11:46";"25";"noseusa";"33";"25";"17";"0";"0";"0";"0";"0";"0";"0";"0";"25";"0";" ";"100";"100";"0";"1"
"60-4";"P1012020";"2019-12-23 13:43:58";"2019-12-23 13:45:21";"17";"noseusa";"17";"17";"17";"0";"0";"0";"0";"0";"0";"0";"100";"17";"0";" ";"0";"0";"100";"1"
